YEAR,STATE,STATECODE,COUNTY,AREA,COUNTYCODE,NOTECODE,MARRIAGES,DIVORCES
1877,New Mexico Territory,355,Grant,Grant,155,,,1
1877,New Mexico Territory,355,Santa Fe,Santa Fe,435,,,1
1877,New Mexico Territory,355,Taos,Taos,495,,,1
1877,Oregon,410,Baker,Baker,10,,57,2
1877,Oregon,410,Benton,Benton,30,,,4
1877,Oregon,410,Clackamas,Clackamas,50,,70,4
1877,Oregon,410,Clatsop,Clatsop,70,,39,2
1877,Oregon,410,Columbia,Columbia,90,,7,3
1877,Oregon,410,Coos,Coos,110,,41,9
1877,Oregon,410,Curry,Curry,150,,9,2
1877,Oregon,410,Douglas,Douglas,190,,,10
1877,Oregon,410,Jackson,Jackson,290,,,3
1877,Oregon,410,Josephine,Josephine,330,,,1
1877,Oregon,410,Lake,Lake,370,,,2
1877,Oregon,410,Lane,Lane,390,,,8
1877,Oregon,410,Linn,Linn,430,,,16
1877,Oregon,410,Marion,Marion,470,,,12
1877,Oregon,410,Multnomah,Multnomah,510,,,31
1877,Oregon,410,Polk,Polk,530,,54,7
1877,Oregon,410,Tillamook,Tillamook,570,,2,
1877,Oregon,410,Wasco,Wasco,650,,,6
1877,Oregon,410,Washington,Washington,670,,53,
1877,Oregon,410,Yamhill,Yamhill,710,,48,4
1877,Texas,480,Anderson,Anderson,10,,265,3
1877,Texas,480,Angelina,Angelina,50,,45,1
1877,Texas,480,Aransas,Aransas,70,,12,
1877,Texas,480,Atascosa,Atascosa,130,,25,
1877,Texas,480,Austin,Austin,150,,119,10
1877,Texas,480,Bandera,Bandera,190,,15,
1877,Texas,480,Bastrop,Bastrop,210,,140,3
1877,Texas,480,Bee,Bee,250,,26,2
1877,Texas,480,Bell,Bell,270,,214,4
1877,Texas,480,Bexar,Bexar,290,,265,16
1877,Texas,480,Blanco,Blanco,310,,52,3
1877,Texas,480,Bosque,Bosque,350,,113,
1877,Texas,480,Bowie,Bowie,370,,106,1
1877,Texas,480,Brazoria,Brazoria,390,,78,3
1877,Texas,480,Brazos,Brazos,410,,175,6
1877,Texas,480,Brown,Brown,490,3,,
1877,Texas,480,Burleson,Burleson,510,,101,5
1877,Texas,480,Burnet,Burnet,530,,78,1
1877,Texas,480,Caldwell,Caldwell,550,,87,2
1877,Texas,480,Calhoun,Calhoun,570,,17,
1877,Texas,480,Cameron,Cameron,610,,145,3
1877,Texas,480,Camp,Camp,630,,65,5
1877,Texas,480,Cass,Cass,670,,,4
1877,Texas,480,Chambers,Chambers,710,,17,
1877,Texas,480,Cherokee,Cherokee,730,,126,10
1877,Texas,480,Clay,Clay,770,,21,1
1877,Texas,480,Coleman,Coleman,830,,29,1
1877,Texas,480,Collin,Collin,850,,269,8
1877,Texas,480,Colorado,Colorado,890,,161,6
1877,Texas,480,Comal,Comal,910,,78,1
1877,Texas,480,Cooke,Cooke,970,,219,5
1877,Texas,480,Coryell,Coryell,990,,158,4
1877,Texas,480,Dallas,Dallas,1130,,408,22
1877,Texas,480,Delta,Delta,1190,,60,
1877,Texas,480,Denton,Denton,1210,3,160,2
1877,Texas,480,DeWitt,DeWitt,1230,,109,
1877,Texas,480,Duval,Duval,1310,,80,
1877,Texas,480,Eastland,Eastland,1330,,42,
1877,Texas,480,Ellis,Ellis,1390,,182,2
1877,Texas,480,El Paso,El Paso,1410,,55,
1877,Texas,480,Encinal,Encinal,1415,47,,
1877,Texas,480,Erath,Erath,1430,,115,2
1877,Texas,480,Falls,Falls,1450,,223,
1877,Texas,480,Fannin,Fannin,1470,,301,10
1877,Texas,480,Fayette,Fayette,1490,,230,10
1877,Texas,480,Fort Bend,Fort Bend,1570,3,,4
1877,Texas,480,Franklin,Franklin,1590,,64,
1877,Texas,480,Freestone,Freestone,1610,,,5
1877,Texas,480,Galveston,Galveston,1670,,290,21
1877,Texas,480,Gillespie,Gillespie,1710,,46,2
1877,Texas,480,Goliad,Goliad,1750,,62,
1877,Texas,480,Gonzales,Gonzales,1770,,147,4
1877,Texas,480,Grayson,Grayson,1810,,434,13
1877,Texas,480,Gregg,Gregg,1830,,95,1
1877,Texas,480,Grimes,Grimes,1850,,232,16
1877,Texas,480,Guadalupe,Guadalupe,1870,,115,6
1877,Texas,480,Hamilton,Hamilton,1930,3,,3
1877,Texas,480,Hardin,Hardin,1990,3,10,
1877,Texas,480,Harris,Harris,2010,,303,16
1877,Texas,480,Harrison,Harrison,2030,,250,4
1877,Texas,480,Hays,Hays,2090,,65,1
1877,Texas,480,Henderson,Henderson,2130,,137,6
1877,Texas,480,Hidalgo,Hidalgo,2150,,29,
1877,Texas,480,Hill,Hill,2170,,153,6
1877,Texas,480,Hood,Hood,2210,,82,5
1877,Texas,480,Hopkins,Hopkins,2230,,180,5
1877,Texas,480,Houston,Houston,2250,3,,
1877,Texas,480,Hunt,Hunt,2310,,185,10
1877,Texas,480,Jack,Jack,2370,,39,
1877,Texas,480,Jackson,Jackson,2390,,25,
1877,Texas,480,Jasper,Jasper,2410,,49,
1877,Texas,480,Jefferson,Jefferson,2450,,37,3
1877,Texas,480,Johnson,Johnson,2510,,219,4
1877,Texas,480,Karnes,Karnes,2550,,,1
1877,Texas,480,Kaufman,Kaufman,2570,,158,4
1877,Texas,480,Kendall,Kendall,2590,,20,
1877,Texas,480,Kimble,Kimble,2670,3,,
1877,Texas,480,Kinney,Kinney,2710,,34,2
1877,Texas,480,Lamar,Lamar,2770,,289,16
1877,Texas,480,Lampasas,Lampasas,2810,,56,3
1877,Texas,480,Lavaca,Lavaca,2850,,126,3
1877,Texas,480,Lee,Lee,2870,,112,3
1877,Texas,480,Leon,Leon,2890,3,,8
1877,Texas,480,Liberty,Liberty,2910,,48,2
1877,Texas,480,Limestone,Limestone,2930,,225,3
1877,Texas,480,Live Oak,Live Oak,2970,,24,1
1877,Texas,480,Llano,Llano,2990,3,,
1877,Texas,480,McLennan,McLennan,3090,,292,13
1877,Texas,480,McMullen,McMullen,3110,,7,
1877,Texas,480,Madison,Madison,3130,,68,3
1877,Texas,480,Marion,Marion,3150,,84,4
1877,Texas,480,Mason,Mason,3190,,27,1
1877,Texas,480,Matagorda,Matagorda,3210,,28,3
1877,Texas,480,Maverick,Maverick,3230,,42,1
1877,Texas,480,Medina,Medina,3250,,47,
1877,Texas,480,Milam,Milam,3310,,134,3
1877,Texas,480,Montague,Montague,3370,,,3
1877,Texas,480,Montgomery,Montgomery,3390,,88,6
1877,Texas,480,Morris,Morris,3430,,54,1
1877,Texas,480,Nacogdoches,Nacogdoches,3470,,125,
1877,Texas,480,Navarro,Navarro,3490,,222,3
1877,Texas,480,Nueces,Nueces,3550,,67,6
1877,Texas,480,Orange,Orange,3610,,42,1
1877,Texas,480,Panola,Panola,3650,,147,
1877,Texas,480,Parker,Parker,3670,,144,6
1877,Texas,480,Pecos,Pecos,3710,,29,2
1877,Texas,480,Polk,Polk,3730,,53,1
1877,Texas,480,Presidio,Presidio,3770,,38,
1877,Texas,480,Rains,Rains,3790,3,,
1877,Texas,480,Red River,Red River,3870,,229,5
1877,Texas,480,Robertson,Robertson,3950,,375,8
1877,Texas,480,Rockwall,Rockwall,3970,,35,
1877,Texas,480,Rusk,Rusk,4010,,235,1
1877,Texas,480,San Augustine,San Augustine,4050,,,1
1877,Texas,480,San Saba,San Saba,4110,,70,1
1877,Texas,480,Shelby,Shelby,4190,3,,
1877,Texas,480,Smith,Smith,4230,,250,1
1877,Texas,480,Somervell,Somervell,4250,,34,1
1877,Texas,480,Starr,Starr,4270,,98,
1877,Texas,480,Tarrant,Tarrant,4390,,264,3
1877,Texas,480,Titus,Titus,4490,,62,1
1877,Texas,480,Tom Green,Tom Green,4510,,14,1
1877,Texas,480,Travis,Travis,4530,,309,9
1877,Texas,480,Trinity,Trinity,4550,29,51,
1877,Texas,480,Tyler,Tyler,4570,,34,
1877,Texas,480,Upshur,Upshur,4590,,140,1
1877,Texas,480,Uvalde,Uvalde,4630,,35,1
1877,Texas,480,Van Zandt,Van Zandt,4670,,,1
1877,Texas,480,Victoria,Victoria,4690,,62,1
1877,Texas,480,Walker,Walker,4710,,102,4
1877,Texas,480,Waller,Waller,4730,,99,5
1877,Texas,480,Washington,Washington,4770,,305,6
1877,Texas,480,Webb,Webb,4790,47,67,
1877,Texas,480,Wharton,Wharton,4810,,56,
1877,Texas,480,Williamson,Williamson,4910,,136,6
1877,Texas,480,Wilson,Wilson,4930,3,75,
1877,Texas,480,Wise,Wise,4970,3,,3
1877,Texas,480,Wood,Wood,4990,3,,
1877,Texas,480,Young,Young,5030,,30,1
1877,Utah Territory,495,Beaver,Beaver,15,,,173
1877,Utah Territory,495,Box Elder,Box Elder,35,,,28
1877,Utah Territory,495,Cache,Cache,55,,,9
1877,Utah Territory,495,Davis,Davis,115,,,154
1877,Utah Territory,495,Iron,Iron,295,,,3
1877,Utah Territory,495,Juab,Juab,315,,,8
1877,Utah Territory,495,Kane,Kane,335,,,2
1877,Utah Territory,495,Millard,Millard,375,,,1
1877,Utah Territory,495,Morgan,Morgan,395,,,2
1877,Utah Territory,495,Rich,Rich,435,,,1
1877,Utah Territory,495,Salt Lake,Salt Lake,495,,,448
1877,Utah Territory,495,Sanpete,Sanpete,535,,,13
1877,Utah Territory,495,Sevier,Sevier,555,,,28
1877,Utah Territory,495,Tooele,Tooele,615,,,3
1877,Utah Territory,495,Utah,Utah,675,,,15
1877,Utah Territory,495,Wasatch,Wasatch,715,,,3
1877,Utah Territory,495,Washington,Washington,735,,,4
1877,Utah Territory,495,Weber,Weber,755,"48,49",,
1877,Washington Territory,535,Asotin,Asotin,5,50,,
1877,Washington Territory,535,Chihallis,Chihallis,15,50,,
1877,Washington Territory,535,Clallam,Clallam,35,50,,
1877,Washington Territory,535,Clark,Clark,55,50,,3
1877,Washington Territory,535,Columbia,Columbia,75,50,45,
1877,Washington Territory,535,Cowlitz,Cowlitz,95,50,,3
1877,Washington Territory,535,Garfield,Garfield,105,50,,
1877,Washington Territory,535,Island,Island,115,50,,
1877,Washington Territory,535,Jefferson,Jefferson,135,50,,1
1877,Washington Territory,535,King,King,155,50,,1
1877,Washington Territory,535,Kitsap,Kitsap,175,50,,
1877,Washington Territory,535,Klikatat,Klikatat,195,50,,
1877,Washington Territory,535,Lewis,Lewis,215,50,,
1877,Washington Territory,535,Lincoln,Lincoln,225,50,,
1877,Washington Territory,535,Mason,Mason,235,50,,
1877,Washington Territory,535,Pacific,Pacific,255,50,,
1877,Washington Territory,535,Pierce,Pierce,275,50,26,1
1877,Washington Territory,535,The Disputed Islands,The Disputed Islands,295,50,,
1877,Washington Territory,535,San Juan,San Juan,315,50,,
1877,Washington Territory,535,Skagit,Skagit,335,50,,
1877,Washington Territory,535,Skamania,Skamania,355,50,,
1877,Washington Territory,535,Snohomish,Snohomish,395,50,,1
1877,Washington Territory,535,Spokane,Spokane,415,50,,
1877,Washington Territory,535,Stevens,Stevens,435,50,,
1877,Washington Territory,535,Thurston,Thurston,455,50,,3
1877,Washington Territory,535,Wahkiakum,Wahkiakum,475,50,,
1877,Washington Territory,535,Walla Walla,Walla Walla,495,50,55,15
1877,Washington Territory,535,Whatcom,Whatcom,515,50,,
1877,Washington Territory,535,Whitman,Whitman,535,50,21,
1877,Washington Territory,535,Yakima,Yakima,555,50,4,
1878,Arizona Territory,45,Maricopa,Maricopa,135,,,1
1878,Arizona Territory,45,Mohave,Mohave,155,,3,
1878,Arizona Territory,45,Pinal,Pinal,215,,,2
1878,Arizona Territory,45,Yavapai,Yavapai,255,,,2
1878,California,60,Alameda,Alameda,10,,552,27
1878,California,60,Alpine,Alpine,30,,2,
1878,California,60,Amador,Amador,50,,70,9
1878,California,60,Butte,Butte,70,,116,10
1878,California,60,Calaveras,Calaveras,90,,40,3
1878,California,60,Colusa,Colusa,110,,,7
1878,California,60,Contra Costa,Contra Costa,130,,62,3
1878,California,60,El Dorado,El Dorado,170,,53,8
1878,California,60,Fresno,Fresno,190,,64,7
1878,California,60,Humboldt,Humboldt,230,,,13
1878,California,60,Kern,Kern,290,,47,2
1878,California,60,Lake,Lake,330,,,12
1878,California,60,Lassen,Lassen,350,,19,5
1878,California,60,Los Angeles,Los Angeles,370,,294,26
1878,California,60,Marin,Marin,410,,39,
1878,California,60,Mariposa,Mariposa,430,,23,3
1878,California,60,Mendocino,Mendocino,450,,84,3
1878,California,60,Merced,Merced,470,,32,3
1878,California,60,Modoc,Modoc,490,,26,5
1878,California,60,Monterey,Monterey,530,,70,5
1878,California,60,Napa,Napa,550,,77,3
1878,California,60,Nevada,Nevada,570,,83,8
1878,California,60,Placer,Placer,610,,83,9
1878,California,60,Plumas,Plumas,630,,28,1
1878,California,60,Sacramento,Sacramento,670,,603,50
1878,California,60,San Benito,San Benito,690,,37,4
1878,California,60,San Bernardino,San Bernardino,710,,71,8
1878,California,60,San Diego,San Diego,730,4,46,5
1878,California,60,San Francisco,San Francisco,750,,2351,223
1878,California,60,San Joaquin,San Joaquin,770,,205,9
1878,California,60,San Luis Obispo,San Luis Obispo,790,,53,1
1878,California,60,San Mateo,San Mateo,810,,33,10
1878,California,60,Santa Barbara,Santa Barbara,830,,63,2
1878,California,60,Santa Clara,Santa Clara,850,,242,27
1878,California,60,Santa Cruz,Santa Cruz,870,,99,8
1878,California,60,Shasta,Shasta,890,,59,9
1878,California,60,Sierra,Sierra,910,,33,1
1878,California,60,Siskiyou,Siskiyou,930,,37,1
1878,California,60,Solano,Solano,950,,94,
1878,California,60,Sonoma,Sonoma,970,4,187,5
1878,California,60,Stanislaus,Stanislaus,990,,61,6
1878,California,60,Sutter,Sutter,1010,,32,1
1878,California,60,Tehama,Tehama,1030,,,7
1878,California,60,Trinity,Trinity,1050,,15,4
1878,California,60,Tulare,Tulare,1070,,108,18
1878,California,60,Tuolumne,Tuolumne,1090,,27,3
1878,California,60,Ventura,Ventura,1110,,31,2
1878,California,60,Yolo,Yolo,1130,,88,6
1878,California,60,Yuba,Yuba,1150,,81,12
1878,Colorado,80,Arapahoe,Arapahoe,50,,246,46
1878,Colorado,80,Bent,Bent,110,,17,4
1878,Colorado,80,Boulder,Boulder,130,,54,13
1878,Colorado,80,Clear Creek,Clear Creek,190,,37,6
1878,Colorado,80,Costilla,Costilla,230,,13,7
1878,Colorado,80,Custer,Custer,270,,,4
1878,Colorado,80,Douglas,Douglas,350,,14,
1878,Colorado,80,El Paso,El Paso,410,,55,5
1878,Colorado,80,Fremont,Fremont,430,,64,7
1878,Colorado,80,Gilpin,Gilpin,470,,67,8
1878,Colorado,80,Gunnison,Gunnison,510,,,1
1878,Colorado,80,Hinsdale,Hinsdale,530,,,3
1878,Colorado,80,Jefferson,Jefferson,590,,38,7
1878,Colorado,80,Lake,Lake,650,,23,
1878,Colorado,80,La Plata,La Plata,670,,8,1
1878,Colorado,80,Larimer,Larimer,690,,30,8
1878,Colorado,80,Park,Park,930,,,3
1878,Colorado,80,Pueblo,Pueblo,1010,,49,5
1878,Colorado,80,Rio Blanco,Rio Blanco,1030,,,2
1878,Colorado,80,Saguache,Saguache,1090,,17,2
1878,Colorado,80,Weld,Weld,1230,,30,6
1878,Nevada,320,Churchill,Churchill,10,,1,
1878,Nevada,320,Douglas,Douglas,50,,6,2
1878,Nevada,320,Elko,Elko,70,,56,5
1878,Nevada,320,Esmeralda,Esmeralda,90,,16,2
1878,Nevada,320,Eureka,Eureka,110,,49,18
1878,Nevada,320,Humboldt,Humboldt,130,,17,3
1878,Nevada,320,Lander,Lander,150,,7,2
1878,Nevada,320,Lincoln,Lincoln,170,,16,
1878,Nevada,320,Lyon,Lyon,190,,4,1
1878,Nevada,320,Nye,Nye,230,,,1
1878,Nevada,320,Ormsby,Ormsby,250,,48,9
1878,Nevada,320,Storey,Storey,290,,127,36
1878,Nevada,320,Washoe,Washoe,310,,46,5
1878,Nevada,320,White Pine,White Pine,330,3,,
1878,New Mexico Territory,355,Grant,Grant,155,,,1
1878,New Mexico Territory,355,Santa Fe,Santa Fe,435,,,1
1878,New Mexico Territory,355,Valencia,Valencia,555,,,1
1878,Oregon,410,Baker,Baker,10,,87,4
1878,Oregon,410,Benton,Benton,30,,,4
1878,Oregon,410,Clackamas,Clackamas,50,,86,3
1878,Oregon,410,Clatsop,Clatsop,70,,31,6
1878,Oregon,410,Columbia,Columbia,90,,13,2
1878,Oregon,410,Coos,Coos,110,,48,7
1878,Oregon,410,Curry,Curry,150,,6,1
1878,Oregon,410,Douglas,Douglas,190,,,7
1878,Oregon,410,Jackson,Jackson,290,,,1
1878,Oregon,410,Josephine,Josephine,330,,,1
1878,Oregon,410,Lane,Lane,390,,,4
1878,Oregon,410,Linn,Linn,430,,,21
1878,Oregon,410,Marion,Marion,470,,,14
1878,Oregon,410,Multnomah,Multnomah,510,,,37
1878,Oregon,410,Polk,Polk,530,,60,8
1878,Oregon,410,Tillamook,Tillamook,570,,3,
1878,Oregon,410,Wasco,Wasco,650,,,7
1878,Oregon,410,Washington,Washington,670,,59,5
1878,Oregon,410,Yamhill,Yamhill,710,,75,6
1878,Texas,480,Anderson,Anderson,10,,196,3
1878,Texas,480,Angelina,Angelina,50,,32,1
1878,Texas,480,Aransas,Aransas,70,,11,1
1878,Texas,480,Atascosa,Atascosa,130,,40,2
1878,Texas,480,Austin,Austin,150,,103,5
1878,Texas,480,Bandera,Bandera,190,,19,
1878,Texas,480,Bastrop,Bastrop,210,,154,7
1878,Texas,480,Bee,Bee,250,,21,1
1878,Texas,480,Bell,Bell,270,,192,6
1878,Texas,480,Bexar,Bexar,290,,233,10
1878,Texas,480,Blanco,Blanco,310,,24,1
1878,Texas,480,Bosque,Bosque,350,,143,1
1878,Texas,480,Bowie,Bowie,370,,114,3
1878,Texas,480,Brazoria,Brazoria,390,,77,6
1878,Texas,480,Brazos,Brazos,410,,172,7
1878,Texas,480,Brown,Brown,490,3,,
1878,Texas,480,Burleson,Burleson,510,,116,1
1878,Texas,480,Burnet,Burnet,530,,68,2
1878,Texas,480,Caldwell,Caldwell,550,,116,5
1878,Texas,480,Calhoun,Calhoun,570,,21,
1878,Texas,480,Cameron,Cameron,610,,158,4
1878,Texas,480,Camp,Camp,630,,64,9
1878,Texas,480,Cass,Cass,670,,,2
1878,Texas,480,Chambers,Chambers,710,,24,
1878,Texas,480,Cherokee,Cherokee,730,,236,6
1878,Texas,480,Clay,Clay,770,,29,1
1878,Texas,480,Coleman,Coleman,830,,42,
1878,Texas,480,Collin,Collin,850,,278,12
1878,Texas,480,Colorado,Colorado,890,,155,8
1878,Texas,480,Comal,Comal,910,,88,2
1878,Texas,480,Cooke,Cooke,970,,202,5
1878,Texas,480,Coryell,Coryell,990,,154,3
1878,Texas,480,Dallas,Dallas,1130,,368,18
1878,Texas,480,Delta,Delta,1190,,63,
1878,Texas,480,Denton,Denton,1210,,167,3
1878,Texas,480,DeWitt,DeWitt,1230,,117,1
1878,Texas,480,Duval,Duval,1310,,91,
1878,Texas,480,Eastland,Eastland,1330,,45,
1878,Texas,480,Ellis,Ellis,1390,,258,3
1878,Texas,480,El Paso,El Paso,1410,,24,
1878,Texas,480,Encinal,Encinal,1415,47,,
1878,Texas,480,Erath,Erath,1430,,125,2
1878,Texas,480,Falls,Falls,1450,,222,4
1878,Texas,480,Fannin,Fannin,1470,,270,7
1878,Texas,480,Fayette,Fayette,1490,,273,9
1878,Texas,480,Fort Bend,Fort Bend,1570,3,,4
1878,Texas,480,Franklin,Franklin,1590,,62,1
1878,Texas,480,Freestone,Freestone,1610,,,2
1878,Texas,480,Galveston,Galveston,1670,,243,17
1878,Texas,480,Gillespie,Gillespie,1710,,57,1
1878,Texas,480,Goliad,Goliad,1750,,45,4
1878,Texas,480,Gonzales,Gonzales,1770,,170,4
1878,Texas,480,Grayson,Grayson,1810,,437,26
1878,Texas,480,Gregg,Gregg,1830,,94,1
1878,Texas,480,Grimes,Grimes,1850,,152,16
1878,Texas,480,Guadalupe,Guadalupe,1870,,103,5
1878,Texas,480,Hamilton,Hamilton,1930,3,,1
1878,Texas,480,Hardin,Hardin,1990,3,8,
1878,Texas,480,Harris,Harris,2010,,297,25
1878,Texas,480,Harrison,Harrison,2030,,213,5
1878,Texas,480,Hays,Hays,2090,,70,3
1878,Texas,480,Henderson,Henderson,2130,,124,5
1878,Texas,480,Hidalgo,Hidalgo,2150,,18,
1878,Texas,480,Hill,Hill,2170,,208,1
1878,Texas,480,Hood,Hood,2210,,67,2
1878,Texas,480,Hopkins,Hopkins,2230,,162,3
1878,Texas,480,Houston,Houston,2250,3,,
1878,Texas,480,Hunt,Hunt,2310,,171,9
1878,Texas,480,Jack,Jack,2370,,60,
1878,Texas,480,Jackson,Jackson,2390,,28,
1878,Texas,480,Jasper,Jasper,2410,,51,
1878,Texas,480,Jefferson,Jefferson,2450,,31,
1878,Texas,480,Johnson,Johnson,2510,,230,2
1878,Texas,480,Kaufman,Kaufman,2570,,167,7
1878,Texas,480,Kendall,Kendall,2590,,34,3
1878,Texas,480,Kimble,Kimble,2670,3,,
1878,Texas,480,Kinney,Kinney,2710,,42,4
1878,Texas,480,Lamar,Lamar,2770,,285,8
1878,Texas,480,Lampasas,Lampasas,2810,,66,5
1878,Texas,480,Lavaca,Lavaca,2850,,118,4
1878,Texas,480,Lee,Lee,2870,,120,3
1878,Texas,480,Leon,Leon,2890,3,,5
1878,Texas,480,Liberty,Liberty,2910,,40,2
1878,Texas,480,Limestone,Limestone,2930,,201,9
1878,Texas,480,Live Oak,Live Oak,2970,,26,
1878,Texas,480,Llano,Llano,2990,3,,
1878,Texas,480,McCulloch,McCulloch,3070,,1,
1878,Texas,480,McLennan,McLennan,3090,,237,4
1878,Texas,480,McMullen,McMullen,3110,,9,
1878,Texas,480,Madison,Madison,3130,,84,1
1878,Texas,480,Marion,Marion,3150,,136,7
1878,Texas,480,Mason,Mason,3190,,52,1
1878,Texas,480,Matagorda,Matagorda,3210,,25,
1878,Texas,480,Maverick,Maverick,3230,,51,1
1878,Texas,480,Medina,Medina,3250,,40,1
1878,Texas,480,Milam,Milam,3310,,242,7
1878,Texas,480,Montague,Montague,3370,,,3
1878,Texas,480,Montgomery,Montgomery,3390,,110,10
1878,Texas,480,Morris,Morris,3430,,72,5
1878,Texas,480,Nacogdoches,Nacogdoches,3470,,135,3
1878,Texas,480,Navarro,Navarro,3490,,239,8
1878,Texas,480,Nueces,Nueces,3550,,72,3
1878,Texas,480,Orange,Orange,3610,,46,1
1878,Texas,480,Panola,Panola,3650,,135,3
1878,Texas,480,Parker,Parker,3670,,131,4
1878,Texas,480,Pecos,Pecos,3710,,18,
1878,Texas,480,Polk,Polk,3730,,51,3
1878,Texas,480,Presidio,Presidio,3770,,17,
1878,Texas,480,Rains,Rains,3790,3,,
1878,Texas,480,Red River,Red River,3870,,200,5
1878,Texas,480,Robertson,Robertson,3950,,325,1
1878,Texas,480,Rockwall,Rockwall,3970,,25,
1878,Texas,480,Rusk,Rusk,4010,,221,6
1878,Texas,480,San Augustine,San Augustine,4050,,,4
1878,Texas,480,San Saba,San Saba,4110,,40,1
1878,Texas,480,Shelby,Shelby,4190,3,,
1878,Texas,480,Smith,Smith,4230,,248,6
1878,Texas,480,Somervell,Somervell,4250,,31,
1878,Texas,480,Starr,Starr,4270,,94,1
1878,Texas,480,Stephens,Stephens,4290,,25,1
1878,Texas,480,Tarrant,Tarrant,4390,,257,3
1878,Texas,480,Taylor,Taylor,4410,,7,
1878,Texas,480,Titus,Titus,4490,,54,1
1878,Texas,480,Tom Green,Tom Green,4510,,26,11
1878,Texas,480,Travis,Travis,4530,,301,11
1878,Texas,480,Trinity,Trinity,4550,29,40,
1878,Texas,480,Tyler,Tyler,4570,,67,1
1878,Texas,480,Upshur,Upshur,4590,,95,6
1878,Texas,480,Uvalde,Uvalde,4630,,30,1
1878,Texas,480,Van Zandt,Van Zandt,4670,,,3
1878,Texas,480,Victoria,Victoria,4690,,74,2
1878,Texas,480,Walker,Walker,4710,,108,4
1878,Texas,480,Waller,Waller,4730,,107,5
1878,Texas,480,Washington,Washington,4770,,317,2
1878,Texas,480,Webb,Webb,4790,47,60,
1878,Texas,480,Wharton,Wharton,4810,,55,2
1878,Texas,480,Williamson,Williamson,4910,,179,3
1878,Texas,480,Wilson,Wilson,4930,3,73,
1878,Texas,480,Wise,Wise,4970,3,,4
1878,Texas,480,Wood,Wood,4990,3,,
1878,Texas,480,Young,Young,5030,,34,
1878,Utah Territory,495,Beaver,Beaver,15,,,6
1878,Utah Territory,495,Box Elder,Box Elder,35,,,4
1878,Utah Territory,495,Cache,Cache,55,,,6
1878,Utah Territory,495,Iron,Iron,295,,,1
1878,Utah Territory,495,Juab,Juab,315,,,2
1878,Utah Territory,495,Millard,Millard,375,,,1
1878,Utah Territory,495,Morgan,Morgan,395,,,4
1878,Utah Territory,495,Rich,Rich,435,,,1
1878,Utah Territory,495,Salt Lake,Salt Lake,495,,,214
1878,Utah Territory,495,Sanpete,Sanpete,535,,,4
1878,Utah Territory,495,Sevier,Sevier,555,,,5
1878,Utah Territory,495,Summit,Summit,595,,,3
1878,Utah Territory,495,Tooele,Tooele,615,,,3
1878,Utah Territory,495,Utah,Utah,675,,,11
1878,Utah Territory,495,Wasatch,Wasatch,715,,,1
1878,Utah Territory,495,Weber,Weber,755,"48,49",,
1878,Washington Territory,535,Asotin,Asotin,5,50,,
1878,Washington Territory,535,Chihallis,Chihallis,15,50,,
1878,Washington Territory,535,Clallam,Clallam,35,50,,
1878,Washington Territory,535,Clark,Clark,55,50,,6
1878,Washington Territory,535,Columbia,Columbia,75,50,48,2
1878,Washington Territory,535,Cowlitz,Cowlitz,95,50,,
1878,Washington Territory,535,Garfield,Garfield,105,50,,
1878,Washington Territory,535,Island,Island,115,50,,
1878,Washington Territory,535,Jefferson,Jefferson,135,50,,3
1878,Washington Territory,535,King,King,155,50,,7
1878,Washington Territory,535,Kitsap,Kitsap,175,50,,
1878,Washington Territory,535,Klikatat,Klikatat,195,50,,
1878,Washington Territory,535,Lewis,Lewis,215,50,,
1878,Washington Territory,535,Lincoln,Lincoln,225,50,,
1878,Washington Territory,535,Mason,Mason,235,50,,
1878,Washington Territory,535,Pacific,Pacific,255,50,,1
1878,Washington Territory,535,Pierce,Pierce,275,50,25,6
1878,Washington Territory,535,The Disputed Islands,The Disputed Islands,295,50,,
1878,Washington Territory,535,San Juan,San Juan,315,50,,
1878,Washington Territory,535,Skagit,Skagit,335,50,,
1878,Washington Territory,535,Skamania,Skamania,355,50,,
1878,Washington Territory,535,Snohomish,Snohomish,395,50,,
1878,Washington Territory,535,Spokane,Spokane,415,50,,
1878,Washington Territory,535,Stevens,Stevens,435,50,,
1878,Washington Territory,535,Thurston,Thurston,455,50,,3
1878,Washington Territory,535,Wahkiakum,Wahkiakum,475,50,,
1878,Washington Territory,535,Walla Walla,Walla Walla,495,50,91,7
1878,Washington Territory,535,Whatcom,Whatcom,515,50,,2
1878,Washington Territory,535,Whitman,Whitman,535,50,26,
1878,Washington Territory,535,Yakima,Yakima,555,50,20,
1879,Arizona Territory,45,Maricopa,Maricopa,135,,,8
1879,Arizona Territory,45,Mohave,Mohave,155,,1,3
1879,Arizona Territory,45,Pima,Pima,195,,,4
1879,Arizona Territory,45,Pinal,Pinal,215,,,4
1879,Arizona Territory,45,Yavapai,Yavapai,255,,,6
1879,Arizona Territory,45,Yuma,Yuma,275,,,3
1879,California,60,Alameda,Alameda,10,,576,35
1879,California,60,Alpine,Alpine,30,,2,
1879,California,60,Amador,Amador,50,,68,10
1879,California,60,Butte,Butte,70,,82,15
1879,California,60,Calaveras,Calaveras,90,,45,3
1879,California,60,Colusa,Colusa,110,,,7
1879,California,60,Contra Costa,Contra Costa,130,,65,9
1879,California,60,Del Norte,Del Norte,150,,,6
