GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Average value of farmland and buildings per acre
"G0600590","1930","California","060","Orange","0590","Orange",950
"G0600610","1930","California","060","Placer","0610","Placer",72
"G0600630","1930","California","060","Plumas","0630","Plumas",22
"G0600650","1930","California","060","Riverside","0650","Riverside",182
"G0600670","1930","California","060","Sacramento","0670","Sacramento",134
"G0600690","1930","California","060","San Benito","0690","San Benito",46
"G0600710","1930","California","060","San Bernardino","0710","San Bernardino",578
"G0600730","1930","California","060","San Diego","0730","San Diego",101
"G0600750","1930","California","060","San Francisco","0750","San Francisco",3724
"G0600770","1930","California","060","San Joaquin","0770","San Joaquin",198
"G0600790","1930","California","060","San Luis Obispo","0790","San Luis Obispo",39
"G0600810","1930","California","060","San Mateo","0810","San Mateo",125
"G0600830","1930","California","060","Santa Barbara","0830","Santa Barbara",75
"G0600850","1930","California","060","Santa Clara","0850","Santa Clara",300
"G0600870","1930","California","060","Santa Cruz","0870","Santa Cruz",234
"G0600890","1930","California","060","Shasta","0890","Shasta",24
"G0600910","1930","California","060","Sierra","0910","Sierra",12
"G0600930","1930","California","060","Siskiyou","0930","Siskiyou",27
"G0600950","1930","California","060","Solano","0950","Solano",105
"G0600970","1930","California","060","Sonoma","0970","Sonoma",139
"G0600990","1930","California","060","Stanislaus","0990","Stanislaus",126
"G0601010","1930","California","060","Sutter","1010","Sutter",167
"G0601030","1930","California","060","Tehama","1030","Tehama",25
"G0601050","1930","California","060","Trinity","1050","Trinity",16
"G0601070","1930","California","060","Tulare","1070","Tulare",127
"G0601090","1930","California","060","Tuolumne","1090","Tuolumne",17
"G0601110","1930","California","060","Ventura","1110","Ventura",326
"G0601130","1930","California","060","Yolo","1130","Yolo",138
"G0601150","1930","California","060","Yuba","1150","Yuba",64
"G0800010","1930","Colorado","080","Adams","0010","Adams",42
"G0800030","1930","Colorado","080","Alamosa","0030","Alamosa",30
"G0800050","1930","Colorado","080","Arapahoe","0050","Arapahoe",39
"G0800070","1930","Colorado","080","Archuleta","0070","Archuleta",12
"G0800090","1930","Colorado","080","Baca","0090","Baca",15
"G0800110","1930","Colorado","080","Bent","0110","Bent",19
"G0800130","1930","Colorado","080","Boulder","0130","Boulder",89
"G0800150","1930","Colorado","080","Chaffee","0150","Chaffee",42
"G0800170","1930","Colorado","080","Cheyenne","0170","Cheyenne",12
"G0800190","1930","Colorado","080","Clear Creek","0190","Clear Creek",41
"G0800210","1930","Colorado","080","Conejos","0210","Conejos",38
"G0800230","1930","Colorado","080","Costilla","0230","Costilla",12
"G0800250","1930","Colorado","080","Crowley","0250","Crowley",21
"G0800270","1930","Colorado","080","Custer","0270","Custer",11
"G0800290","1930","Colorado","080","Delta","0290","Delta",56
"G0800310","1930","Colorado","080","Denver","0310","Denver",752
"G0800330","1930","Colorado","080","Dolores","0330","Dolores",7
"G0800350","1930","Colorado","080","Douglas","0350","Douglas",23
"G0800370","1930","Colorado","080","Eagle","0370","Eagle",25
"G0800390","1930","Colorado","080","Elbert","0390","Elbert",14
"G0800410","1930","Colorado","080","El Paso","0410","El Paso",16
"G0800430","1930","Colorado","080","Fremont","0430","Fremont",20
"G0800450","1930","Colorado","080","Garfield","0450","Garfield",34
"G0800470","1930","Colorado","080","Gilpin","0470","Gilpin",10
"G0800490","1930","Colorado","080","Grand","0490","Grand",15
"G0800510","1930","Colorado","080","Gunnison","0510","Gunnison",19
"G0800530","1930","Colorado","080","Hinsdale","0530","Hinsdale",21
"G0800550","1930","Colorado","080","Huerfano","0550","Huerfano",10
"G0800570","1930","Colorado","080","Jackson","0570","Jackson",11
"G0800590","1930","Colorado","080","Jefferson","0590","Jefferson",93
"G0800610","1930","Colorado","080","Kiowa","0610","Kiowa",12
"G0800630","1930","Colorado","080","Kit Carson","0630","Kit Carson",15
"G0800650","1930","Colorado","080","Lake","0650","Lake",12
"G0800670","1930","Colorado","080","La Plata","0670","La Plata",18
"G0800690","1930","Colorado","080","Larimer","0690","Larimer",41
"G0800710","1930","Colorado","080","Las Animas","0710","Las Animas",6
"G0800730","1930","Colorado","080","Lincoln","0730","Lincoln",11
"G0800750","1930","Colorado","080","Logan","0750","Logan",27
"G0800770","1930","Colorado","080","Mesa","0770","Mesa",47
"G0800790","1930","Colorado","080","Mineral","0790","Mineral",25
"G0800810","1930","Colorado","080","Moffat","0810","Moffat",9
"G0800830","1930","Colorado","080","Montezuma","0830","Montezuma",18
"G0800850","1930","Colorado","080","Montrose","0850","Montrose",34
"G0800870","1930","Colorado","080","Morgan","0870","Morgan",31
"G0800890","1930","Colorado","080","Otero","0890","Otero",29
"G0800910","1930","Colorado","080","Ouray","0910","Ouray",16
"G0800930","1930","Colorado","080","Park","0930","Park",8
"G0800950","1930","Colorado","080","Phillips","0950","Phillips",30
"G0800970","1930","Colorado","080","Pitkin","0970","Pitkin",28
"G0800990","1930","Colorado","080","Prowers","0990","Prowers",26
"G0801010","1930","Colorado","080","Pueblo","1010","Pueblo",12
"G0801030","1930","Colorado","080","Rio Blanco","1030","Rio Blanco",15
"G0801050","1930","Colorado","080","Rio Grande","1050","Rio Grande",74
"G0801070","1930","Colorado","080","Routt","1070","Routt",16
"G0801090","1930","Colorado","080","Saguache","1090","Saguache",19
"G0801130","1930","Colorado","080","San Miguel","1130","San Miguel",10
"G0801150","1930","Colorado","080","Sedgwick","1150","Sedgwick",35
"G0801170","1930","Colorado","080","Summit","1170","Summit",23
"G0801190","1930","Colorado","080","Teller","1190","Teller",10
"G0801210","1930","Colorado","080","Washington","1210","Washington",12
"G0801230","1930","Colorado","080","Weld","1230","Weld",38
"G0801250","1930","Colorado","080","Yuma","1250","Yuma",16
"G0900010","1930","Connecticut","090","Fairfield","0010","Fairfield",473
"G0900030","1930","Connecticut","090","Hartford","0030","Hartford",220
"G0900050","1930","Connecticut","090","Litchfield","0050","Litchfield",93
"G0900070","1930","Connecticut","090","Middlesex","0070","Middlesex",101
"G0900090","1930","Connecticut","090","New Haven","0090","New Haven",188
"G0900110","1930","Connecticut","090","New London","0110","New London",72
"G0900130","1930","Connecticut","090","Tolland","0130","Tolland",80
"G0900150","1930","Connecticut","090","Windham","0150","Windham",61
"G1000010","1930","Delaware","100","Kent","0010","Kent",58
"G1000030","1930","Delaware","100","New Castle","0030","New Castle",139
"G1000050","1930","Delaware","100","Sussex","0050","Sussex",53
"G1200010","1930","Florida","120","Alachua","0010","Alachua",39
"G1200030","1930","Florida","120","Baker","0030","Baker",32
"G1200050","1930","Florida","120","Bay","0050","Bay",18
"G1200070","1930","Florida","120","Bradford","0070","Bradford",42
"G1200090","1930","Florida","120","Brevard","0090","Brevard",444
"G1200110","1930","Florida","120","Broward","0110","Broward",137
"G1200130","1930","Florida","120","Calhoun","0130","Calhoun",24
"G1200150","1930","Florida","120","Charlotte","0150","Charlotte",113
"G1200170","1930","Florida","120","Citrus","0170","Citrus",47
"G1200190","1930","Florida","120","Clay","0190","Clay",21
"G1200210","1930","Florida","120","Collier","0210","Collier",106
"G1200230","1930","Florida","120","Columbia","0230","Columbia",15
"G1200250","1930","Florida","120","Dade","0250","Dade",239
"G1200270","1930","Florida","120","DeSoto","0270","De Soto",205
"G1200290","1930","Florida","120","Dixie","0290","Dixie",17
"G1200310","1930","Florida","120","Duval","0310","Duval",169
"G1200330","1930","Florida","120","Escambia","0330","Escambia",61
"G1200350","1930","Florida","120","Flagler","0350","Flagler",69
"G1200370","1930","Florida","120","Franklin","0370","Franklin",14
"G1200390","1930","Florida","120","Gadsden","0390","Gadsden",32
"G1200410","1930","Florida","120","Gilchrist","0410","Gilchrist",20
"G1200430","1930","Florida","120","Glades","0430","Glades",77
"G1200450","1930","Florida","120","Gulf","0450","Gulf",43
"G1200470","1930","Florida","120","Hamilton","0470","Hamilton",14
"G1200490","1930","Florida","120","Hardee","0490","Hardee",132
"G1200510","1930","Florida","120","Hendry","0510","Hendry",67
"G1200530","1930","Florida","120","Hernando","0530","Hernando",131
"G1200550","1930","Florida","120","Highlands","0550","Highlands",216
"G1200570","1930","Florida","120","Hillsborough","0570","Hillsborough",171
"G1200590","1930","Florida","120","Holmes","0590","Holmes",25
"G1200610","1930","Florida","120","Indian River","0610","Indian River",137
"G1200630","1930","Florida","120","Jackson","0630","Jackson",22
"G1200650","1930","Florida","120","Jefferson","0650","Jefferson",26
"G1200670","1930","Florida","120","Lafayette","0670","Lafayette",16
"G1200690","1930","Florida","120","Lake","0690","Lake",252
"G1200710","1930","Florida","120","Lee","0710","Lee",345
"G1200730","1930","Florida","120","Leon","0730","Leon",23
"G1200750","1930","Florida","120","Levy","0750","Levy",29
"G1200770","1930","Florida","120","Liberty","0770","Liberty",13
"G1200790","1930","Florida","120","Madison","0790","Madison",18
"G1200810","1930","Florida","120","Manatee","0810","Manatee",312
"G1200830","1930","Florida","120","Marion","0830","Marion",58
"G1200850","1930","Florida","120","Martin","0850","Martin",179
"G1200870","1930","Florida","120","Monroe","0870","Monroe",156
"G1200890","1930","Florida","120","Nassau","0890","Nassau",21
"G1200910","1930","Florida","120","Okaloosa","0910","Okaloosa",27
"G1200930","1930","Florida","120","Okeechobee","0930","Okeechobee",27
"G1200950","1930","Florida","120","Orange","0950","Orange",284
"G1200970","1930","Florida","120","Osceola","0970","Osceola",50
"G1200990","1930","Florida","120","Palm Beach","0990","Palm Beach",182
"G1201010","1930","Florida","120","Pasco","1010","Pasco",135
"G1201030","1930","Florida","120","Pinellas","1030","Pinellas",506
"G1201050","1930","Florida","120","Polk","1050","Polk",234
"G1201070","1930","Florida","120","Putnam","1070","Putnam",115
"G1201090","1930","Florida","120","St Johns","1090","St Johns",164
"G1201110","1930","Florida","120","St Lucie","1110","St Lucie",406
"G1201130","1930","Florida","120","Santa Rosa","1130","Santa Rosa",37
"G1201150","1930","Florida","120","Sarasota","1150","Sarasota",435
"G1201170","1930","Florida","120","Seminole","1170","Seminole",333
"G1201190","1930","Florida","120","Sumter","1190","Sumter",50
"G1201210","1930","Florida","120","Suwannee","1210","Suwannee",17
"G1201230","1930","Florida","120","Taylor","1230","Taylor",21
"G1201250","1930","Florida","120","Union","1250","Union",35
"G1201270","1930","Florida","120","Volusia","1270","Volusia",194
"G1201290","1930","Florida","120","Wakulla","1290","Wakulla",16
"G1201310","1930","Florida","120","Walton","1310","Walton",21
"G1201330","1930","Florida","120","Washington","1330","Washington",31
"G1300010","1930","Georgia","130","Appling","0010","Appling",21
"G1300030","1930","Georgia","130","Atkinson","0030","Atkinson",15
"G1300050","1930","Georgia","130","Bacon","0050","Bacon",19
"G1300070","1930","Georgia","130","Baker","0070","Baker",20
"G1300090","1930","Georgia","130","Baldwin","0090","Baldwin",22
"G1300110","1930","Georgia","130","Banks","0110","Banks",26
"G1300130","1930","Georgia","130","Barrow","0130","Barrow",38
"G1300150","1930","Georgia","130","Bartow","0150","Bartow",37
"G1300170","1930","Georgia","130","Ben Hill","0170","Ben Hill",29
"G1300190","1930","Georgia","130","Berrien","0190","Berrien",23
"G1300210","1930","Georgia","130","Bibb","0210","Bibb",48
"G1300230","1930","Georgia","130","Bleckley","0230","Bleckley",25
"G1300250","1930","Georgia","130","Brantley","0250","Brantley",15
"G1300270","1930","Georgia","130","Brooks","0270","Brooks",24
"G1300290","1930","Georgia","130","Bryan","0290","Bryan",12
"G1300310","1930","Georgia","130","Bulloch","0310","Bulloch",29
"G1300330","1930","Georgia","130","Burke","0330","Burke",23
"G1300350","1930","Georgia","130","Butts","0350","Butts",25
"G1300370","1930","Georgia","130","Calhoun","0370","Calhoun",30
"G1300390","1930","Georgia","130","Camden","0390","Camden",11
"G1300395","1930","Georgia","130","Campbell","0395","Campbell",29
"G1300430","1930","Georgia","130","Candler","0430","Candler",26
"G1300450","1930","Georgia","130","Carroll","0450","Carroll",39
"G1300470","1930","Georgia","130","Catoosa","0470","Catoosa",37
"G1300490","1930","Georgia","130","Charlton","0490","Charlton",9
"G1300510","1930","Georgia","130","Chatham","0510","Chatham",66
"G1300530","1930","Georgia","130","Chattahoochee","0530","Chattahoochee",9
"G1300550","1930","Georgia","130","Chattooga","0550","Chattooga",26
"G1300570","1930","Georgia","130","Cherokee","0570","Cherokee",26
"G1300590","1930","Georgia","130","Clarke","0590","Clarke",60
"G1300610","1930","Georgia","130","Clay","0610","Clay",23
"G1300630","1930","Georgia","130","Clayton","0630","Clayton",59
"G1300650","1930","Georgia","130","Clinch","0650","Clinch",11
"G1300670","1930","Georgia","130","Cobb","0670","Cobb",52
"G1300690","1930","Georgia","130","Coffee","0690","Coffee",20
"G1300710","1930","Georgia","130","Colquitt","0710","Colquitt",39
"G1300730","1930","Georgia","130","Columbia","0730","Columbia",21
"G1300750","1930","Georgia","130","Cook","0750","Cook",27
"G1300770","1930","Georgia","130","Coweta","0770","Coweta",25
"G1300790","1930","Georgia","130","Crawford","0790","Crawford",18
"G1300810","1930","Georgia","130","Crisp","0810","Crisp",33
"G1300830","1930","Georgia","130","Dade","0830","Dade",25
"G1300850","1930","Georgia","130","Dawson","0850","Dawson",13
"G1300870","1930","Georgia","130","Decatur","0870","Decatur",20
"G1300890","1930","Georgia","130","DeKalb","0890","De Kalb",92
"G1300910","1930","Georgia","130","Dodge","0910","Dodge",26
"G1300930","1930","Georgia","130","Dooly","0930","Dooly",29
"G1300950","1930","Georgia","130","Dougherty","0950","Dougherty",60
"G1300970","1930","Georgia","130","Douglas","0970","Douglas",25
"G1300990","1930","Georgia","130","Early","0990","Early",26
"G1301010","1930","Georgia","130","Echols","1010","Echols",9
"G1301030","1930","Georgia","130","Effingham","1030","Effingham",16
"G1301050","1930","Georgia","130","Elbert","1050","Elbert",26
"G1301070","1930","Georgia","130","Emanuel","1070","Emanuel",26
"G1301090","1930","Georgia","130","Evans","1090","Evans",29
"G1301110","1930","Georgia","130","Fannin","1110","Fannin",17
"G1301130","1930","Georgia","130","Fayette","1130","Fayette",27
"G1301150","1930","Georgia","130","Floyd","1150","Floyd",30
"G1301170","1930","Georgia","130","Forsyth","1170","Forsyth",27
"G1301190","1930","Georgia","130","Franklin","1190","Franklin",34
"G1301210","1930","Georgia","130","Fulton","1210","Fulton",246
"G1301230","1930","Georgia","130","Gilmer","1230","Gilmer",14
"G1301250","1930","Georgia","130","Glascock","1250","Glascock",17
"G1301270","1930","Georgia","130","Glynn","1270","Glynn",30
"G1301290","1930","Georgia","130","Gordon","1290","Gordon",30
"G1301310","1930","Georgia","130","Grady","1310","Grady",25
"G1301330","1930","Georgia","130","Greene","1330","Greene",16
"G1301350","1930","Georgia","130","Gwinnett","1350","Gwinnett",29
"G1301370","1930","Georgia","130","Habersham","1370","Habersham",39
"G1301390","1930","Georgia","130","Hall","1390","Hall",25
"G1301410","1930","Georgia","130","Hancock","1410","Hancock",14
"G1301430","1930","Georgia","130","Haralson","1430","Haralson",24
"G1301450","1930","Georgia","130","Harris","1450","Harris",13
"G1301470","1930","Georgia","130","Hart","1470","Hart",33
"G1301490","1930","Georgia","130","Heard","1490","Heard",20
"G1301510","1930","Georgia","130","Henry","1510","Henry",26
"G1301530","1930","Georgia","130","Houston","1530","Houston",24
"G1301550","1930","Georgia","130","Irwin","1550","Irwin",27
"G1301570","1930","Georgia","130","Jackson","1570","Jackson",35
"G1301590","1930","Georgia","130","Jasper","1590","Jasper",18
"G1301610","1930","Georgia","130","Jeff Davis","1610","Jeff Davis",24
"G1301630","1930","Georgia","130","Jefferson","1630","Jefferson",19
"G1301650","1930","Georgia","130","Jenkins","1650","Jenkins",25
"G1301670","1930","Georgia","130","Johnson","1670","Johnson",23
"G1301690","1930","Georgia","130","Jones","1690","Jones",15
"G1301710","1930","Georgia","130","Lamar","1710","Lamar",35
"G1301730","1930","Georgia","130","Lanier","1730","Lanier",17
"G1301750","1930","Georgia","130","Laurens","1750","Laurens",24
"G1301770","1930","Georgia","130","Lee","1770","Lee",30
"G1301790","1930","Georgia","130","Liberty","1790","Liberty",15
"G1301810","1930","Georgia","130","Lincoln","1810","Lincoln",22
"G1301830","1930","Georgia","130","Long","1830","Long",14
"G1301850","1930","Georgia","130","Lowndes","1850","Lowndes",29
"G1301870","1930","Georgia","130","Lumpkin","1870","Lumpkin",12
"G1301890","1930","Georgia","130","McDuffie","1890","Mcduffie",17
"G1301910","1930","Georgia","130","McIntosh","1910","Mcintosh",15
"G1301930","1930","Georgia","130","Macon","1930","Macon",26
"G1301950","1930","Georgia","130","Madison","1950","Madison",30
"G1301970","1930","Georgia","130","Marion","1970","Marion",11
"G1301990","1930","Georgia","130","Meriwether","1990","Meriwether",22
"G1302010","1930","Georgia","130","Miller","2010","Miller",25
"G1302015","1930","Georgia","130","Milton","2015","Milton",37
"G1302050","1930","Georgia","130","Mitchell","2050","Mitchell",37
"G1302070","1930","Georgia","130","Monroe","2070","Monroe",15
"G1302090","1930","Georgia","130","Montgomery","2090","Montgomery",30
"G1302110","1930","Georgia","130","Morgan","2110","Morgan",23
"G1302130","1930","Georgia","130","Murray","2130","Murray",25
"G1302150","1930","Georgia","130","Muscogee","2150","Muscogee",39
"G1302170","1930","Georgia","130","Newton","2170","Newton",25
"G1302190","1930","Georgia","130","Oconee","2190","Oconee",27
"G1302210","1930","Georgia","130","Oglethorpe","2210","Oglethorpe",22
"G1302230","1930","Georgia","130","Paulding","2230","Paulding",21
"G1302250","1930","Georgia","130","Peach","2250","Peach",44
"G1302270","1930","Georgia","130","Pickens","2270","Pickens",18
"G1302290","1930","Georgia","130","Pierce","2290","Pierce",24
"G1302310","1930","Georgia","130","Pike","2310","Pike",29
"G1302330","1930","Georgia","130","Polk","2330","Polk",30
"G1302350","1930","Georgia","130","Pulaski","2350","Pulaski",24
"G1302370","1930","Georgia","130","Putnam","2370","Putnam",16
"G1302390","1930","Georgia","130","Quitman","2390","Quitman",14
"G1302410","1930","Georgia","130","Rabun","2410","Rabun",44
"G1302430","1930","Georgia","130","Randolph","2430","Randolph",25
"G1302450","1930","Georgia","130","Richmond","2450","Richmond",38
"G1302470","1930","Georgia","130","Rockdale","2470","Rockdale",20
"G1302490","1930","Georgia","130","Schley","2490","Schley",19
"G1302510","1930","Georgia","130","Screven","2510","Screven",23
"G1302530","1930","Georgia","130","Seminole","2530","Seminole",20
"G1302550","1930","Georgia","130","Spalding","2550","Spalding",33
"G1302570","1930","Georgia","130","Stephens","2570","Stephens",36
"G1302590","1930","Georgia","130","Stewart","2590","Stewart",14
"G1302610","1930","Georgia","130","Sumter","2610","Sumter",32
"G1302630","1930","Georgia","130","Talbot","2630","Talbot",14
"G1302650","1930","Georgia","130","Taliaferro","2650","Taliaferro",14
"G1302670","1930","Georgia","130","Tattnall","2670","Tattnall",25
"G1302690","1930","Georgia","130","Taylor","2690","Taylor",17
"G1302710","1930","Georgia","130","Telfair","2710","Telfair",22
"G1302730","1930","Georgia","130","Terrell","2730","Terrell",45
"G1302750","1930","Georgia","130","Thomas","2750","Thomas",40
"G1302770","1930","Georgia","130","Tift","2770","Tift",40
"G1302790","1930","Georgia","130","Toombs","2790","Toombs",30
"G1302810","1930","Georgia","130","Towns","2810","Towns",27
"G1302830","1930","Georgia","130","Treutlen","2830","Treutlen",31
"G1302850","1930","Georgia","130","Troup","2850","Troup",25
"G1302870","1930","Georgia","130","Turner","2870","Turner",30
"G1302890","1930","Georgia","130","Twiggs","2890","Twiggs",17
"G1302910","1930","Georgia","130","Union","2910","Union",14
"G1302930","1930","Georgia","130","Upson","2930","Upson",23
"G1302950","1930","Georgia","130","Walker","2950","Walker",38
"G1302970","1930","Georgia","130","Walton","2970","Walton",30
"G1302990","1930","Georgia","130","Ware","2990","Ware",16
"G1303010","1930","Georgia","130","Warren","3010","Warren",17
"G1303030","1930","Georgia","130","Washington","3030","Washington",20
"G1303050","1930","Georgia","130","Wayne","3050","Wayne",18
"G1303070","1930","Georgia","130","Webster","3070","Webster",15
"G1303090","1930","Georgia","130","Wheeler","3090","Wheeler",27
"G1303110","1930","Georgia","130","White","3110","White",17
"G1303130","1930","Georgia","130","Whitfield","3130","Whitfield",24
"G1303150","1930","Georgia","130","Wilcox","3150","Wilcox",24
"G1303170","1930","Georgia","130","Wilkes","3170","Wilkes",19
"G1303190","1930","Georgia","130","Wilkinson","3190","Wilkinson",11
"G1303210","1930","Georgia","130","Worth","3210","Worth",31
"G1600010","1930","Idaho","160","Ada","0010","Ada",106
"G1600030","1930","Idaho","160","Adams","0030","Adams",20
"G1600050","1930","Idaho","160","Bannock","0050","Bannock",31
"G1600070","1930","Idaho","160","Bear Lake","0070","Bear Lake",22
"G1600090","1930","Idaho","160","Benewah","0090","Benewah",41
"G1600110","1930","Idaho","160","Bingham","0110","Bingham",80
"G1600130","1930","Idaho","160","Blaine","0130","Blaine",24
"G1600150","1930","Idaho","160","Boise","0150","Boise",13
"G1600170","1930","Idaho","160","Bonner","0170","Bonner",33
"G1600190","1930","Idaho","160","Bonneville","0190","Bonneville",62
"G1600210","1930","Idaho","160","Boundary","0210","Boundary",44
"G1600230","1930","Idaho","160","Butte","0230","Butte",35
"G1600250","1930","Idaho","160","Camas","0250","Camas",23
"G1600270","1930","Idaho","160","Canyon","0270","Canyon",121
"G1600290","1930","Idaho","160","Caribou","0290","Caribou",12
"G1600310","1930","Idaho","160","Cassia","0310","Cassia",45
"G1600330","1930","Idaho","160","Clark","0330","Clark",14
"G1600350","1930","Idaho","160","Clearwater","0350","Clearwater",30
"G1600370","1930","Idaho","160","Custer","0370","Custer",29
"G1600390","1930","Idaho","160","Elmore","0390","Elmore",15
"G1600410","1930","Idaho","160","Franklin","0410","Franklin",55
"G1600430","1930","Idaho","160","Fremont","0430","Fremont",37
"G1600450","1930","Idaho","160","Gem","0450","Gem",40
"G1600470","1930","Idaho","160","Gooding","0470","Gooding",91
"G1600490","1930","Idaho","160","Idaho","0490","Idaho",28
"G1600510","1930","Idaho","160","Jefferson","0510","Jefferson",64
"G1600530","1930","Idaho","160","Jerome","0530","Jerome",123
"G1600550","1930","Idaho","160","Kootenai","0550","Kootenai",40
"G1600570","1930","Idaho","160","Latah","0570","Latah",63
"G1600590","1930","Idaho","160","Lemhi","0590","Lemhi",31
"G1600610","1930","Idaho","160","Lewis","0610","Lewis",50
"G1600630","1930","Idaho","160","Lincoln","0630","Lincoln",54
"G1600650","1930","Idaho","160","Madison","0650","Madison",48
"G1600670","1930","Idaho","160","Minidoka","0670","Minidoka",111
"G1600690","1930","Idaho","160","Nez Perce","0690","Nez Perce",43
"G1600710","1930","Idaho","160","Oneida","0710","Oneida",25
"G1600730","1930","Idaho","160","Owyhee","0730","Owyhee",16
"G1600750","1930","Idaho","160","Payette","0750","Payette",101
"G1600770","1930","Idaho","160","Power","0770","Power",19
"G1600790","1930","Idaho","160","Shoshone","0790","Shoshone",37
"G1600810","1930","Idaho","160","Teton","0810","Teton",29
"G1600830","1930","Idaho","160","Twin Falls","0830","Twin Falls",142
"G1600850","1930","Idaho","160","Valley","0850","Valley",19
"G1600870","1930","Idaho","160","Washington","0870","Washington",20
"G1700010","1930","Illinois","170","Adams","0010","Adams",86
"G1700030","1930","Illinois","170","Alexander","0030","Alexander",48
"G1700050","1930","Illinois","170","Bond","0050","Bond",43
"G1700070","1930","Illinois","170","Boone","0070","Boone",110
"G1700090","1930","Illinois","170","Brown","0090","Brown",74
"G1700110","1930","Illinois","170","Bureau","0110","Bureau",142
"G1700130","1930","Illinois","170","Calhoun","0130","Calhoun",74
"G1700150","1930","Illinois","170","Carroll","0150","Carroll",103
"G1700170","1930","Illinois","170","Cass","0170","Cass",97
"G1700190","1930","Illinois","170","Champaign","0190","Champaign",170
"G1700210","1930","Illinois","170","Christian","0210","Christian",115
"G1700230","1930","Illinois","170","Clark","0230","Clark",53
"G1700250","1930","Illinois","170","Clay","0250","Clay",33
"G1700270","1930","Illinois","170","Clinton","0270","Clinton",56
"G1700290","1930","Illinois","170","Coles","0290","Coles",125
"G1700310","1930","Illinois","170","Cook","0310","Cook",470
"G1700330","1930","Illinois","170","Crawford","0330","Crawford",48
"G1700350","1930","Illinois","170","Cumberland","0350","Cumberland",45
"G1700370","1930","Illinois","170","DeKalb","0370","De Kalb",137
"G1700390","1930","Illinois","170","De Witt","0390","De Witt",147
"G1700410","1930","Illinois","170","Douglas","0410","Douglas",149
"G1700430","1930","Illinois","170","Dupage","0430","Du Page",274
"G1700450","1930","Illinois","170","Edgar","0450","Edgar",117
"G1700470","1930","Illinois","170","Edwards","0470","Edwards",48
"G1700490","1930","Illinois","170","Effingham","0490","Effingham",38
"G1700510","1930","Illinois","170","Fayette","0510","Fayette",39
"G1700530","1930","Illinois","170","Ford","0530","Ford",148
"G1700550","1930","Illinois","170","Franklin","0550","Franklin",40
"G1700570","1930","Illinois","170","Fulton","0570","Fulton",100
"G1700590","1930","Illinois","170","Gallatin","0590","Gallatin",57
"G1700610","1930","Illinois","170","Greene","0610","Greene",75
"G1700630","1930","Illinois","170","Grundy","0630","Grundy",121
"G1700650","1930","Illinois","170","Hamilton","0650","Hamilton",30
"G1700670","1930","Illinois","170","Hancock","0670","Hancock",102
"G1700690","1930","Illinois","170","Hardin","0690","Hardin",21
"G1700710","1930","Illinois","170","Henderson","0710","Henderson",107
"G1700730","1930","Illinois","170","Henry","0730","Henry",143
"G1700750","1930","Illinois","170","Iroquois","0750","Iroquois",132
"G1700770","1930","Illinois","170","Jackson","0770","Jackson",46
"G1700790","1930","Illinois","170","Jasper","0790","Jasper",36
"G1700810","1930","Illinois","170","Jefferson","0810","Jefferson",33
"G1700830","1930","Illinois","170","Jersey","0830","Jersey",68
"G1700850","1930","Illinois","170","Jo Daviess","0850","Jo Daviess",87
"G1700870","1930","Illinois","170","Johnson","0870","Johnson",29
"G1700890","1930","Illinois","170","Kane","0890","Kane",170
"G1700910","1930","Illinois","170","Kankakee","0910","Kankakee",130
"G1700930","1930","Illinois","170","Kendall","0930","Kendall",151
"G1700950","1930","Illinois","170","Knox","0950","Knox",130
"G1700970","1930","Illinois","170","Lake","0970","Lake",345
"G1700990","1930","Illinois","170","La Salle","0990","La Salle",148
"G1701010","1930","Illinois","170","Lawrence","1010","Lawrence",48
"G1701030","1930","Illinois","170","Lee","1030","Lee",122
"G1701050","1930","Illinois","170","Livingston","1050","Livingston",169
"G1701070","1930","Illinois","170","Logan","1070","Logan",156
"G1701090","1930","Illinois","170","McDonough","1090","Mcdonough",128
"G1701110","1930","Illinois","170","McHenry","1110","Mchenry",129
"G1701130","1930","Illinois","170","McLean","1130","Mclean",167
"G1701150","1930","Illinois","170","Macon","1150","Macon",172
"G1701170","1930","Illinois","170","Macoupin","1170","Macoupin",67
"G1701190","1930","Illinois","170","Madison","1190","Madison",85
"G1701210","1930","Illinois","170","Marion","1210","Marion",36
"G1701230","1930","Illinois","170","Marshall","1230","Marshall",135
"G1701250","1930","Illinois","170","Mason","1250","Mason",89
"G1701270","1930","Illinois","170","Massac","1270","Massac",37
"G1701290","1930","Illinois","170","Menard","1290","Menard",127
"G1701310","1930","Illinois","170","Mercer","1310","Mercer",114
"G1701330","1930","Illinois","170","Monroe","1330","Monroe",59
"G1701350","1930","Illinois","170","Montgomery","1350","Montgomery",64
"G1701370","1930","Illinois","170","Morgan","1370","Morgan",123
"G1701390","1930","Illinois","170","Moultrie","1390","Moultrie",138
"G1701410","1930","Illinois","170","Ogle","1410","Ogle",113
"G1701430","1930","Illinois","170","Peoria","1430","Peoria",137
"G1701450","1930","Illinois","170","Perry","1450","Perry",43
"G1701470","1930","Illinois","170","Piatt","1470","Piatt",152
"G1701490","1930","Illinois","170","Pike","1490","Pike",72
"G1701510","1930","Illinois","170","Pope","1510","Pope",20
"G1701530","1930","Illinois","170","Pulaski","1530","Pulaski",47
